Sexo;Nacionalidad;Edad;Número de delitos;Periodo;Total
Hombres;Española;De 51 a 60 años;Condenados con tres delitos;2019;725
Hombres;Española;De 51 a 60 años;Condenados con tres delitos;2018;654
Hombres;Española;De 51 a 60 años;Condenados con tres delitos;2017;621
Hombres;Española;De 51 a 60 años;Condenados con tres delitos;2016;577
Hombres;Española;De 51 a 60 años;Condenados con tres delitos;2015;430
Hombres;Española;De 51 a 60 años;Condenados con tres delitos;2014;359
Hombres;Española;De 51 a 60 años;Condenados con tres delitos;2013;356
Hombres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2021;585
Hombres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2020;409
Hombres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2019;496
Hombres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2018;459
Hombres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2017;399
Hombres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2016;303
Hombres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2015;221
Hombres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2014;166
Hombres;Española;De 51 a 60 años;Condenados con cuatro o más delitos;2013;178
Hombres;Española;De 61 a 70 años;Total;2021;7.742
Hombres;Española;De 61 a 70 años;Total;2020;5.624
Hombres;Española;De 61 a 70 años;Total;2019;7.274
Hombres;Española;De 61 a 70 años;Total;2018;6.813
Hombres;Española;De 61 a 70 años;Total;2017;6.699
Hombres;Española;De 61 a 70 años;Total;2016;6.016
Hombres;Española;De 61 a 70 años;Total;2015;4.641
Hombres;Española;De 61 a 70 años;Total;2014;4.267
Hombres;Española;De 61 a 70 años;Total;2013;4.193
Hombres;Española;De 61 a 70 años;Condenados con un delito;2021;6.357
Hombres;Española;De 61 a 70 años;Condenados con un delito;2020;4.706
Hombres;Española;De 61 a 70 años;Condenados con un delito;2019;5.991
Hombres;Española;De 61 a 70 años;Condenados con un delito;2018;5.728
Hombres;Española;De 61 a 70 años;Condenados con un delito;2017;5.611
Hombres;Española;De 61 a 70 años;Condenados con un delito;2016;5.068
Hombres;Española;De 61 a 70 años;Condenados con un delito;2015;3.893
Hombres;Española;De 61 a 70 años;Condenados con un delito;2014;3.586
Hombres;Española;De 61 a 70 años;Condenados con un delito;2013;3.598
Hombres;Española;De 61 a 70 años;Condenados con dos delitos;2021;1.034
Hombres;Española;De 61 a 70 años;Condenados con dos delitos;2020;701
Hombres;Española;De 61 a 70 años;Condenados con dos delitos;2019;978
Hombres;Española;De 61 a 70 años;Condenados con dos delitos;2018;834
Hombres;Española;De 61 a 70 años;Condenados con dos delitos;2017;842
Hombres;Española;De 61 a 70 años;Condenados con dos delitos;2016;729
Hombres;Española;De 61 a 70 años;Condenados con dos delitos;2015;586
Hombres;Española;De 61 a 70 años;Condenados con dos delitos;2014;551
Hombres;Española;De 61 a 70 años;Condenados con dos delitos;2013;469
Hombres;Española;De 61 a 70 años;Condenados con tres delitos;2021;224
Hombres;Española;De 61 a 70 años;Condenados con tres delitos;2020;134
Hombres;Española;De 61 a 70 años;Condenados con tres delitos;2019;192
Hombres;Española;De 61 a 70 años;Condenados con tres delitos;2018;157
Hombres;Española;De 61 a 70 años;Condenados con tres delitos;2017;173
Hombres;Española;De 61 a 70 años;Condenados con tres delitos;2016;139
Hombres;Española;De 61 a 70 años;Condenados con tres delitos;2015;103
Hombres;Española;De 61 a 70 años;Condenados con tres delitos;2014;85
Hombres;Española;De 61 a 70 años;Condenados con tres delitos;2013;83
Hombres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2021;127
Hombres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2020;83
Hombres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2019;113
Hombres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2018;94
Hombres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2017;73
Hombres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2016;80
Hombres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2015;59
Hombres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2014;45
Hombres;Española;De 61 a 70 años;Condenados con cuatro o más delitos;2013;43
Hombres;Española;71 y más años;Total;2021;2.496
Hombres;Española;71 y más años;Total;2020;1.824
Hombres;Española;71 y más años;Total;2019;2.389
Hombres;Española;71 y más años;Total;2018;2.260
Hombres;Española;71 y más años;Total;2017;2.165
Hombres;Española;71 y más años;Total;2016;1.932
Hombres;Española;71 y más años;Total;2015;1.255
Hombres;Española;71 y más años;Total;2014;1.124
Hombres;Española;71 y más años;Total;2013;1.072
Hombres;Española;71 y más años;Condenados con un delito;2021;2.115
Hombres;Española;71 y más años;Condenados con un delito;2020;1.570
Hombres;Española;71 y más años;Condenados con un delito;2019;2.027
Hombres;Española;71 y más años;Condenados con un delito;2018;1.936
Hombres;Española;71 y más años;Condenados con un delito;2017;1.893
Hombres;Española;71 y más años;Condenados con un delito;2016;1.682
Hombres;Española;71 y más años;Condenados con un delito;2015;1.103
Hombres;Española;71 y más años;Condenados con un delito;2014;986
Hombres;Española;71 y más años;Condenados con un delito;2013;930
Hombres;Española;71 y más años;Condenados con dos delitos;2021;297
Hombres;Española;71 y más años;Condenados con dos delitos;2020;209
Hombres;Española;71 y más años;Condenados con dos delitos;2019;283
Hombres;Española;71 y más años;Condenados con dos delitos;2018;250
Hombres;Española;71 y más años;Condenados con dos delitos;2017;214
Hombres;Española;71 y más años;Condenados con dos delitos;2016;199
Hombres;Española;71 y más años;Condenados con dos delitos;2015;120
Hombres;Española;71 y más años;Condenados con dos delitos;2014;112
Hombres;Española;71 y más años;Condenados con dos delitos;2013;103
Hombres;Española;71 y más años;Condenados con tres delitos;2021;58
Hombres;Española;71 y más años;Condenados con tres delitos;2020;25
Hombres;Española;71 y más años;Condenados con tres delitos;2019;50
Hombres;Española;71 y más años;Condenados con tres delitos;2018;54
Hombres;Española;71 y más años;Condenados con tres delitos;2017;39
Hombres;Española;71 y más años;Condenados con tres delitos;2016;30
Hombres;Española;71 y más años;Condenados con tres delitos;2015;21
Hombres;Española;71 y más años;Condenados con tres delitos;2014;17
Hombres;Española;71 y más años;Condenados con tres delitos;2013;23
Hombres;Española;71 y más años;Condenados con cuatro o más delitos;2021;26
Hombres;Española;71 y más años;Condenados con cuatro o más delitos;2020;20
Hombres;Española;71 y más años;Condenados con cuatro o más delitos;2019;29
Hombres;Española;71 y más años;Condenados con cuatro o más delitos;2018;20
Hombres;Española;71 y más años;Condenados con cuatro o más delitos;2017;19
Hombres;Española;71 y más años;Condenados con cuatro o más delitos;2016;21
Hombres;Española;71 y más años;Condenados con cuatro o más delitos;2015;11
Hombres;Española;71 y más años;Condenados con cuatro o más delitos;2014;9
Hombres;Española;71 y más años;Condenados con cuatro o más delitos;2013;16
Hombres;Extranjera;Total ;Total;2021;58.559
Hombres;Extranjera;Total ;Total;2020;46.088
Hombres;Extranjera;Total ;Total;2019;58.406
Hombres;Extranjera;Total ;Total;2018;55.165
Hombres;Extranjera;Total ;Total;2017;52.370
Hombres;Extranjera;Total ;Total;2016;51.949
Hombres;Extranjera;Total ;Total;2015;45.303
Hombres;Extranjera;Total ;Total;2014;46.299
Hombres;Extranjera;Total ;Total;2013;49.163
Hombres;Extranjera;Total ;Condenados con un delito;2021;42.524
Hombres;Extranjera;Total ;Condenados con un delito;2020;34.162
Hombres;Extranjera;Total ;Condenados con un delito;2019;43.347
Hombres;Extranjera;Total ;Condenados con un delito;2018;41.186
Hombres;Extranjera;Total ;Condenados con un delito;2017;39.692
Hombres;Extranjera;Total ;Condenados con un delito;2016;40.351
Hombres;Extranjera;Total ;Condenados con un delito;2015;35.952
Hombres;Extranjera;Total ;Condenados con un delito;2014;37.742
Hombres;Extranjera;Total ;Condenados con un delito;2013;40.525
Hombres;Extranjera;Total ;Condenados con dos delitos;2021;10.095
Hombres;Extranjera;Total ;Condenados con dos delitos;2020;7.767
Hombres;Extranjera;Total ;Condenados con dos delitos;2019;9.627
Hombres;Extranjera;Total ;Condenados con dos delitos;2018;8.996
Hombres;Extranjera;Total ;Condenados con dos delitos;2017;8.309
Hombres;Extranjera;Total ;Condenados con dos delitos;2016;7.966
Hombres;Extranjera;Total ;Condenados con dos delitos;2015;6.881
Hombres;Extranjera;Total ;Condenados con dos delitos;2014;6.423
Hombres;Extranjera;Total ;Condenados con dos delitos;2013;6.590
Hombres;Extranjera;Total ;Condenados con tres delitos;2021;3.190
Hombres;Extranjera;Total ;Condenados con tres delitos;2020;2.369
Hombres;Extranjera;Total ;Condenados con tres delitos;2019;2.895
Hombres;Extranjera;Total ;Condenados con tres delitos;2018;2.734
Hombres;Extranjera;Total ;Condenados con tres delitos;2017;2.452
Hombres;Extranjera;Total ;Condenados con tres delitos;2016;2.150
Hombres;Extranjera;Total ;Condenados con tres delitos;2015;1.598
Hombres;Extranjera;Total ;Condenados con tres delitos;2014;1.441
Hombres;Extranjera;Total ;Condenados con tres delitos;2013;1.355
Hombres;Extranjera;Total ;Condenados con cuatro o más delitos;2021;2.750
Hombres;Extranjera;Total ;Condenados con cuatro o más delitos;2020;1.790
Hombres;Extranjera;Total ;Condenados con cuatro o más delitos;2019;2.537
Hombres;Extranjera;Total ;Condenados con cuatro o más delitos;2018;2.249
Hombres;Extranjera;Total ;Condenados con cuatro o más delitos;2017;1.917
Hombres;Extranjera;Total ;Condenados con cuatro o más delitos;2016;1.482
Hombres;Extranjera;Total ;Condenados con cuatro o más delitos;2015;872
Hombres;Extranjera;Total ;Condenados con cuatro o más delitos;2014;693
Hombres;Extranjera;Total ;Condenados con cuatro o más delitos;2013;693
Hombres;Extranjera;De 18 a 20 años;Total;2021;5.404
Hombres;Extranjera;De 18 a 20 años;Total;2020;4.259
Hombres;Extranjera;De 18 a 20 años;Total;2019;5.284
Hombres;Extranjera;De 18 a 20 años;Total;2018;4.873
Hombres;Extranjera;De 18 a 20 años;Total;2017;4.794
Hombres;Extranjera;De 18 a 20 años;Total;2016;4.586
Hombres;Extranjera;De 18 a 20 años;Total;2015;3.818
Hombres;Extranjera;De 18 a 20 años;Total;2014;3.862
Hombres;Extranjera;De 18 a 20 años;Total;2013;4.101
Hombres;Extranjera;De 18 a 20 años;Condenados con un delito;2021;3.671
Hombres;Extranjera;De 18 a 20 años;Condenados con un delito;2020;2.943
Hombres;Extranjera;De 18 a 20 años;Condenados con un delito;2019;3.777
Hombres;Extranjera;De 18 a 20 años;Condenados con un delito;2018;3.466
Hombres;Extranjera;De 18 a 20 años;Condenados con un delito;2017;3.529
Hombres;Extranjera;De 18 a 20 años;Condenados con un delito;2016;3.485
Hombres;Extranjera;De 18 a 20 años;Condenados con un delito;2015;3.042
Hombres;Extranjera;De 18 a 20 años;Condenados con un delito;2014;3.152
Hombres;Extranjera;De 18 a 20 años;Condenados con un delito;2013;3.457
Hombres;Extranjera;De 18 a 20 años;Condenados con dos delitos;2021;945
Hombres;Extranjera;De 18 a 20 años;Condenados con dos delitos;2020;781
Hombres;Extranjera;De 18 a 20 años;Condenados con dos delitos;2019;885
Hombres;Extranjera;De 18 a 20 años;Condenados con dos delitos;2018;795
Hombres;Extranjera;De 18 a 20 años;Condenados con dos delitos;2017;742
Hombres;Extranjera;De 18 a 20 años;Condenados con dos delitos;2016;710
Hombres;Extranjera;De 18 a 20 años;Condenados con dos delitos;2015;550
Hombres;Extranjera;De 18 a 20 años;Condenados con dos delitos;2014;502
Hombres;Extranjera;De 18 a 20 años;Condenados con dos delitos;2013;488
Hombres;Extranjera;De 18 a 20 años;Condenados con tres delitos;2021;371
Hombres;Extranjera;De 18 a 20 años;Condenados con tres delitos;2020;302
Hombres;Extranjera;De 18 a 20 años;Condenados con tres delitos;2019;305
Hombres;Extranjera;De 18 a 20 años;Condenados con tres delitos;2018;298
Hombres;Extranjera;De 18 a 20 años;Condenados con tres delitos;2017;253
Hombres;Extranjera;De 18 a 20 años;Condenados con tres delitos;2016;207
Hombres;Extranjera;De 18 a 20 años;Condenados con tres delitos;2015;134
Hombres;Extranjera;De 18 a 20 años;Condenados con tres delitos;2014;140
Hombres;Extranjera;De 18 a 20 años;Condenados con tres delitos;2013;105
Hombres;Extranjera;De 18 a 20 años;Condenados con cuatro o más delitos;2021;417
Hombres;Extranjera;De 18 a 20 años;Condenados con cuatro o más delitos;2020;233
Hombres;Extranjera;De 18 a 20 años;Condenados con cuatro o más delitos;2019;317
Hombres;Extranjera;De 18 a 20 años;Condenados con cuatro o más delitos;2018;314
Hombres;Extranjera;De 18 a 20 años;Condenados con cuatro o más delitos;2017;270
Hombres;Extranjera;De 18 a 20 años;Condenados con cuatro o más delitos;2016;184
Hombres;Extranjera;De 18 a 20 años;Condenados con cuatro o más delitos;2015;92
Hombres;Extranjera;De 18 a 20 años;Condenados con cuatro o más delitos;2014;68
Hombres;Extranjera;De 18 a 20 años;Condenados con cuatro o más delitos;2013;51
Hombres;Extranjera;De 21 a 25 años;Total;2021;8.835
Hombres;Extranjera;De 21 a 25 años;Total;2020;7.087
Hombres;Extranjera;De 21 a 25 años;Total;2019;9.227
Hombres;Extranjera;De 21 a 25 años;Total;2018;8.586
Hombres;Extranjera;De 21 a 25 años;Total;2017;8.164
Hombres;Extranjera;De 21 a 25 años;Total;2016;8.401
Hombres;Extranjera;De 21 a 25 años;Total;2015;7.420
Hombres;Extranjera;De 21 a 25 años;Total;2014;7.746
Hombres;Extranjera;De 21 a 25 años;Total;2013;8.509
Hombres;Extranjera;De 21 a 25 años;Condenados con un delito;2021;6.300
Hombres;Extranjera;De 21 a 25 años;Condenados con un delito;2020;5.070
Hombres;Extranjera;De 21 a 25 años;Condenados con un delito;2019;6.750
Hombres;Extranjera;De 21 a 25 años;Condenados con un delito;2018;6.302
Hombres;Extranjera;De 21 a 25 años;Condenados con un delito;2017;6.067
Hombres;Extranjera;De 21 a 25 años;Condenados con un delito;2016;6.461
Hombres;Extranjera;De 21 a 25 años;Condenados con un delito;2015;5.858
Hombres;Extranjera;De 21 a 25 años;Condenados con un delito;2014;6.323
Hombres;Extranjera;De 21 a 25 años;Condenados con un delito;2013;6.967
Hombres;Extranjera;De 21 a 25 años;Condenados con dos delitos;2021;1.535
Hombres;Extranjera;De 21 a 25 años;Condenados con dos delitos;2020;1.272
Hombres;Extranjera;De 21 a 25 años;Condenados con dos delitos;2019;1.457
Hombres;Extranjera;De 21 a 25 años;Condenados con dos delitos;2018;1.411
Hombres;Extranjera;De 21 a 25 años;Condenados con dos delitos;2017;1.342
Hombres;Extranjera;De 21 a 25 años;Condenados con dos delitos;2016;1.285
Hombres;Extranjera;De 21 a 25 años;Condenados con dos delitos;2015;1.129
Hombres;Extranjera;De 21 a 25 años;Condenados con dos delitos;2014;1.060
Hombres;Extranjera;De 21 a 25 años;Condenados con dos delitos;2013;1.135
Hombres;Extranjera;De 21 a 25 años;Condenados con tres delitos;2021;521
Hombres;Extranjera;De 21 a 25 años;Condenados con tres delitos;2020;413
Hombres;Extranjera;De 21 a 25 años;Condenados con tres delitos;2019;535
Hombres;Extranjera;De 21 a 25 años;Condenados con tres delitos;2018;466
Hombres;Extranjera;De 21 a 25 años;Condenados con tres delitos;2017;405
Hombres;Extranjera;De 21 a 25 años;Condenados con tres delitos;2016;373
Hombres;Extranjera;De 21 a 25 años;Condenados con tres delitos;2015;284
Hombres;Extranjera;De 21 a 25 años;Condenados con tres delitos;2014;239
Hombres;Extranjera;De 21 a 25 años;Condenados con tres delitos;2013;256
Hombres;Extranjera;De 21 a 25 años;Condenados con cuatro o más delitos;2021;479
Hombres;Extranjera;De 21 a 25 años;Condenados con cuatro o más delitos;2020;332
Hombres;Extranjera;De 21 a 25 años;Condenados con cuatro o más delitos;2019;485
Hombres;Extranjera;De 21 a 25 años;Condenados con cuatro o más delitos;2018;407
Hombres;Extranjera;De 21 a 25 años;Condenados con cuatro o más delitos;2017;350
Hombres;Extranjera;De 21 a 25 años;Condenados con cuatro o más delitos;2016;282
Hombres;Extranjera;De 21 a 25 años;Condenados con cuatro o más delitos;2015;149
Hombres;Extranjera;De 21 a 25 años;Condenados con cuatro o más delitos;2014;124
Hombres;Extranjera;De 21 a 25 años;Condenados con cuatro o más delitos;2013;151
Hombres;Extranjera;De 26 a 30 años;Total;2021;9.838
Hombres;Extranjera;De 26 a 30 años;Total;2020;7.883
Hombres;Extranjera;De 26 a 30 años;Total;2019;9.744
Hombres;Extranjera;De 26 a 30 años;Total;2018;9.424
Hombres;Extranjera;De 26 a 30 años;Total;2017;9.215
Hombres;Extranjera;De 26 a 30 años;Total;2016;9.332
Hombres;Extranjera;De 26 a 30 años;Total;2015;8.200
Hombres;Extranjera;De 26 a 30 años;Total;2014;8.836
Hombres;Extranjera;De 26 a 30 años;Total;2013;9.692
Hombres;Extranjera;De 26 a 30 años;Condenados con un delito;2021;6.924
Hombres;Extranjera;De 26 a 30 años;Condenados con un delito;2020;5.767
Hombres;Extranjera;De 26 a 30 años;Condenados con un delito;2019;7.175
Hombres;Extranjera;De 26 a 30 años;Condenados con un delito;2018;6.904
Hombres;Extranjera;De 26 a 30 años;Condenados con un delito;2017;6.893
Hombres;Extranjera;De 26 a 30 años;Condenados con un delito;2016;7.171
Hombres;Extranjera;De 26 a 30 años;Condenados con un delito;2015;6.426
Hombres;Extranjera;De 26 a 30 años;Condenados con un delito;2014;7.157
Hombres;Extranjera;De 26 a 30 años;Condenados con un delito;2013;7.934
Hombres;Extranjera;De 26 a 30 años;Condenados con dos delitos;2021;1.781
Hombres;Extranjera;De 26 a 30 años;Condenados con dos delitos;2020;1.346
Hombres;Extranjera;De 26 a 30 años;Condenados con dos delitos;2019;1.615
Hombres;Extranjera;De 26 a 30 años;Condenados con dos delitos;2018;1.605
Hombres;Extranjera;De 26 a 30 años;Condenados con dos delitos;2017;1.498
Hombres;Extranjera;De 26 a 30 años;Condenados con dos delitos;2016;1.496
Hombres;Extranjera;De 26 a 30 años;Condenados con dos delitos;2015;1.310
Hombres;Extranjera;De 26 a 30 años;Condenados con dos delitos;2014;1.235
Hombres;Extranjera;De 26 a 30 años;Condenados con dos delitos;2013;1.337
Hombres;Extranjera;De 26 a 30 años;Condenados con tres delitos;2021;612
Hombres;Extranjera;De 26 a 30 años;Condenados con tres delitos;2020;457
Hombres;Extranjera;De 26 a 30 años;Condenados con tres delitos;2019;515
Hombres;Extranjera;De 26 a 30 años;Condenados con tres delitos;2018;518
Hombres;Extranjera;De 26 a 30 años;Condenados con tres delitos;2017;464
Hombres;Extranjera;De 26 a 30 años;Condenados con tres delitos;2016;391
Hombres;Extranjera;De 26 a 30 años;Condenados con tres delitos;2015;305
Hombres;Extranjera;De 26 a 30 años;Condenados con tres delitos;2014;298
Hombres;Extranjera;De 26 a 30 años;Condenados con tres delitos;2013;287
Hombres;Extranjera;De 26 a 30 años;Condenados con cuatro o más delitos;2021;521
Hombres;Extranjera;De 26 a 30 años;Condenados con cuatro o más delitos;2020;313
Hombres;Extranjera;De 26 a 30 años;Condenados con cuatro o más delitos;2019;439
Hombres;Extranjera;De 26 a 30 años;Condenados con cuatro o más delitos;2018;397
Hombres;Extranjera;De 26 a 30 años;Condenados con cuatro o más delitos;2017;360
Hombres;Extranjera;De 26 a 30 años;Condenados con cuatro o más delitos;2016;274
Hombres;Extranjera;De 26 a 30 años;Condenados con cuatro o más delitos;2015;159
Hombres;Extranjera;De 26 a 30 años;Condenados con cuatro o más delitos;2014;146
Hombres;Extranjera;De 26 a 30 años;Condenados con cuatro o más delitos;2013;134
Hombres;Extranjera;De 31 a 35 años;Total;2021;9.649
Hombres;Extranjera;De 31 a 35 años;Total;2020;7.682
Hombres;Extranjera;De 31 a 35 años;Total;2019;9.998
Hombres;Extranjera;De 31 a 35 años;Total;2018;9.568
Hombres;Extranjera;De 31 a 35 años;Total;2017;9.338
Hombres;Extranjera;De 31 a 35 años;Total;2016;9.462
Hombres;Extranjera;De 31 a 35 años;Total;2015;8.751
Hombres;Extranjera;De 31 a 35 años;Total;2014;9.306
Hombres;Extranjera;De 31 a 35 años;Total;2013;9.883
Hombres;Extranjera;De 31 a 35 años;Condenados con un delito;2021;6.981
Hombres;Extranjera;De 31 a 35 años;Condenados con un delito;2020;5.692
Hombres;Extranjera;De 31 a 35 años;Condenados con un delito;2019;7.402
Hombres;Extranjera;De 31 a 35 años;Condenados con un delito;2018;7.043
Hombres;Extranjera;De 31 a 35 años;Condenados con un delito;2017;7.026
Hombres;Extranjera;De 31 a 35 años;Condenados con un delito;2016;7.317
Hombres;Extranjera;De 31 a 35 años;Condenados con un delito;2015;6.904
Hombres;Extranjera;De 31 a 35 años;Condenados con un delito;2014;7.553
Hombres;Extranjera;De 31 a 35 años;Condenados con un delito;2013;8.119
Hombres;Extranjera;De 31 a 35 años;Condenados con dos delitos;2021;1.701
Hombres;Extranjera;De 31 a 35 años;Condenados con dos delitos;2020;1.327
Hombres;Extranjera;De 31 a 35 años;Condenados con dos delitos;2019;1.694
Hombres;Extranjera;De 31 a 35 años;Condenados con dos delitos;2018;1.616
Hombres;Extranjera;De 31 a 35 años;Condenados con dos delitos;2017;1.498
Hombres;Extranjera;De 31 a 35 años;Condenados con dos delitos;2016;1.457
Hombres;Extranjera;De 31 a 35 años;Condenados con dos delitos;2015;1.351
Hombres;Extranjera;De 31 a 35 años;Condenados con dos delitos;2014;1.314
Hombres;Extranjera;De 31 a 35 años;Condenados con dos delitos;2013;1.328
Hombres;Extranjera;De 31 a 35 años;Condenados con tres delitos;2021;520
Hombres;Extranjera;De 31 a 35 años;Condenados con tres delitos;2020;365
Hombres;Extranjera;De 31 a 35 años;Condenados con tres delitos;2019;455
Hombres;Extranjera;De 31 a 35 años;Condenados con tres delitos;2018;489
Hombres;Extranjera;De 31 a 35 años;Condenados con tres delitos;2017;474
Hombres;Extranjera;De 31 a 35 años;Condenados con tres delitos;2016;416
Hombres;Extranjera;De 31 a 35 años;Condenados con tres delitos;2015;318
Hombres;Extranjera;De 31 a 35 años;Condenados con tres delitos;2014;293
Hombres;Extranjera;De 31 a 35 años;Condenados con tres delitos;2013;272
Hombres;Extranjera;De 31 a 35 años;Condenados con cuatro o más delitos;2021;447
Hombres;Extranjera;De 31 a 35 años;Condenados con cuatro o más delitos;2020;298
Hombres;Extranjera;De 31 a 35 años;Condenados con cuatro o más delitos;2019;447
Hombres;Extranjera;De 31 a 35 años;Condenados con cuatro o más delitos;2018;420
Hombres;Extranjera;De 31 a 35 años;Condenados con cuatro o más delitos;2017;340
Hombres;Extranjera;De 31 a 35 años;Condenados con cuatro o más delitos;2016;272
Hombres;Extranjera;De 31 a 35 años;Condenados con cuatro o más delitos;2015;178
Hombres;Extranjera;De 31 a 35 años;Condenados con cuatro o más delitos;2014;146
Hombres;Extranjera;De 31 a 35 años;Condenados con cuatro o más delitos;2013;164
Hombres;Extranjera;De 36 a 40 años;Total;2021;8.988
Hombres;Extranjera;De 36 a 40 años;Total;2020;7.005
Hombres;Extranjera;De 36 a 40 años;Total;2019;9.098
Hombres;Extranjera;De 36 a 40 años;Total;2018;8.855
Hombres;Extranjera;De 36 a 40 años;Total;2017;8.290
Hombres;Extranjera;De 36 a 40 años;Total;2016;8.127
Hombres;Extranjera;De 36 a 40 años;Total;2015;7.021
Hombres;Extranjera;De 36 a 40 años;Total;2014;6.865
Hombres;Extranjera;De 36 a 40 años;Total;2013;7.098
Hombres;Extranjera;De 36 a 40 años;Condenados con un delito;2021;6.616
Hombres;Extranjera;De 36 a 40 años;Condenados con un delito;2020;5.269
Hombres;Extranjera;De 36 a 40 años;Condenados con un delito;2019;6.738
Hombres;Extranjera;De 36 a 40 años;Condenados con un delito;2018;6.656
Hombres;Extranjera;De 36 a 40 años;Condenados con un delito;2017;6.302
Hombres;Extranjera;De 36 a 40 años;Condenados con un delito;2016;6.320
Hombres;Extranjera;De 36 a 40 años;Condenados con un delito;2015;5.565
Hombres;Extranjera;De 36 a 40 años;Condenados con un delito;2014;5.495
Hombres;Extranjera;De 36 a 40 años;Condenados con un delito;2013;5.774
Hombres;Extranjera;De 36 a 40 años;Condenados con dos delitos;2021;1.535
Hombres;Extranjera;De 36 a 40 años;Condenados con dos delitos;2020;1.134
Hombres;Extranjera;De 36 a 40 años;Condenados con dos delitos;2019;1.584
Hombres;Extranjera;De 36 a 40 años;Condenados con dos delitos;2018;1.495
Hombres;Extranjera;De 36 a 40 años;Condenados con dos delitos;2017;1.345
Hombres;Extranjera;De 36 a 40 años;Condenados con dos delitos;2016;1.257
Hombres;Extranjera;De 36 a 40 años;Condenados con dos delitos;2015;1.077
Hombres;Extranjera;De 36 a 40 años;Condenados con dos delitos;2014;1.060
Hombres;Extranjera;De 36 a 40 años;Condenados con dos delitos;2013;1.015
Hombres;Extranjera;De 36 a 40 años;Condenados con tres delitos;2021;489
Hombres;Extranjera;De 36 a 40 años;Condenados con tres delitos;2020;348
Hombres;Extranjera;De 36 a 40 años;Condenados con tres delitos;2019;423
Hombres;Extranjera;De 36 a 40 años;Condenados con tres delitos;2018;380
Hombres;Extranjera;De 36 a 40 años;Condenados con tres delitos;2017;380
Hombres;Extranjera;De 36 a 40 años;Condenados con tres delitos;2016;332
Hombres;Extranjera;De 36 a 40 años;Condenados con tres delitos;2015;240
Hombres;Extranjera;De 36 a 40 años;Condenados con tres delitos;2014;202
Hombres;Extranjera;De 36 a 40 años;Condenados con tres delitos;2013;203
Hombres;Extranjera;De 36 a 40 años;Condenados con cuatro o más delitos;2021;348
Hombres;Extranjera;De 36 a 40 años;Condenados con cuatro o más delitos;2020;254
Hombres;Extranjera;De 36 a 40 años;Condenados con cuatro o más delitos;2019;353
Hombres;Extranjera;De 36 a 40 años;Condenados con cuatro o más delitos;2018;324
Hombres;Extranjera;De 36 a 40 años;Condenados con cuatro o más delitos;2017;263
Hombres;Extranjera;De 36 a 40 años;Condenados con cuatro o más delitos;2016;218
Hombres;Extranjera;De 36 a 40 años;Condenados con cuatro o más delitos;2015;139
Hombres;Extranjera;De 36 a 40 años;Condenados con cuatro o más delitos;2014;108
Hombres;Extranjera;De 36 a 40 años;Condenados con cuatro o más delitos;2013;106
Hombres;Extranjera;De 41 a 50 años;Total;2021;11.078
Hombres;Extranjera;De 41 a 50 años;Total;2020;8.586
Hombres;Extranjera;De 41 a 50 años;Total;2019;10.584
Hombres;Extranjera;De 41 a 50 años;Total;2018;9.887
Hombres;Extranjera;De 41 a 50 años;Total;2017;9.025
Hombres;Extranjera;De 41 a 50 años;Total;2016;8.712
Hombres;Extranjera;De 41 a 50 años;Total;2015;7.441
Hombres;Extranjera;De 41 a 50 años;Total;2014;7.265
Hombres;Extranjera;De 41 a 50 años;Total;2013;7.488
Hombres;Extranjera;De 41 a 50 años;Condenados con un delito;2021;8.301
Hombres;Extranjera;De 41 a 50 años;Condenados con un delito;2020;6.580
Hombres;Extranjera;De 41 a 50 años;Condenados con un delito;2019;7.968
Hombres;Extranjera;De 41 a 50 años;Condenados con un delito;2018;7.621
Hombres;Extranjera;De 41 a 50 años;Condenados con un delito;2017;6.994
Hombres;Extranjera;De 41 a 50 años;Condenados con un delito;2016;6.844
Hombres;Extranjera;De 41 a 50 años;Condenados con un delito;2015;5.939
Hombres;Extranjera;De 41 a 50 años;Condenados con un delito;2014;6.016
Hombres;Extranjera;De 41 a 50 años;Condenados con un delito;2013;6.218
Hombres;Extranjera;De 41 a 50 años;Condenados con dos delitos;2021;1.881
Hombres;Extranjera;De 41 a 50 años;Condenados con dos delitos;2020;1.354
Hombres;Extranjera;De 41 a 50 años;Condenados con dos delitos;2019;1.741
Hombres;Extranjera;De 41 a 50 años;Condenados con dos delitos;2018;1.491
Hombres;Extranjera;De 41 a 50 años;Condenados con dos delitos;2017;1.398
